customer_id,signup_month,age,tenure_months,region,channel,plan,sessions_week,avg_session_min,notif_click_rate,support_tickets_3m,discount_pct_3m,late_payments_6m,auto_renew,churn
C100974,15,32,17,East,web,Basic,3,12.3,0.081,1,0.071,0,1,1
C100975,24,51,42,South,web,Premium,7,4.5,0.086,1,0.05,0,0,0
C100976,3,62,32,Center,app,Plus,3,12.73,0.22,0,0.101,0,1,0
C100977,24,72,27,East,app,Basic,7,6.94,0.19,0,0.0,1,1,0
C100978,20,34,10,North,app,Basic,5,6.93,0.231,0,0.091,0,1,0
C100979,24,68,8,Center,web,Plus,9,17.06,0.204,0,0.077,0,0,0
C100980,23,66,22,Center,app,Basic,11,11.5,0.32,1,0.083,0,1,1
C100981,5,39,41,East,store,Basic,4,10.75,0.236,0,0.236,0,1,1
C100982,4,37,2,East,web,Premium,6,1.0,0.105,0,0.248,0,0,0
C100983,10,33,52,South,app,Premium,7,9.79,0.364,0,0.018,0,1,1
C100984,3,36,19,South,app,Plus,7,12.98,0.071,0,0.09,0,0,0
C100985,17,68,51,Center,store,Plus,5,9.48,0.302,0,0.0,0,0,0
C100986,1,35,47,South,web,Basic,5,8.59,0.389,1,0.0,0,0,0
C100987,12,46,35,East,web,Basic,6,12.49,0.241,0,0.0,0,0,0
C100988,15,71,46,Center,app,Basic,3,9.3,0.144,1,0.246,0,0,0
C100989,5,57,22,East,store,Plus,10,7.86,0.0,1,0.0,0,1,1
C100990,19,25,14,South,web,Basic,6,6.16,0.166,0,0.146,0,0,0
C100991,9,22,1,South,app,Basic,2,7.33,0.241,0,0.0,0,1,0
C100992,18,30,40,South,web,Premium,8,11.76,0.205,0,0.098,0,1,1
C100993,2,67,38,North,app,Basic,4,16.62,0.123,0,0.0,1,1,0
C100994,8,30,9,North,store,Premium,8,10.11,0.352,0,0.257,0,0,1
C100995,17,35,45,North,app,Plus,4,7.7,0.294,0,0.223,0,0,1
C100996,9,48,17,South,app,Plus,5,11.17,0.208,0,0.062,2,0,1
C100997,1,46,32,South,web,Basic,5,5.98,0.362,0,0.063,0,1,0
C100998,21,22,34,East,app,Basic,5,8.95,0.089,0,0.007,0,0,0
C100999,3,29,69,North,store,Basic,9,9.3,0.337,0,0.031,0,0,0
C101000,17,74,45,Center,web,Plus,2,12.89,0.169,0,0.193,0,1,0
C101001,13,41,15,North,web,Premium,2,12.47,0.322,0,0.02,0,0,0
C101002,22,33,23,South,app,Basic,6,12.9,0.145,0,0.0,0,0,0
C101003,22,65,58,Center,app,Basic,4,9.02,0.166,2,0.091,0,0,1
C101004,22,44,9,Center,app,Premium,1,17.29,0.299,0,0.157,0,0,0
C101005,16,65,52,Center,app,Plus,2,11.79,0.278,0,0.0,1,0,0
C101006,15,27,29,West,app,Basic,3,9.06,0.15,0,0.071,0,1,0
C101007,13,44,64,Center,app,Plus,6,12.29,0.138,0,0.0,0,0,0
C101008,13,64,30,West,web,Plus,7,9.18,0.028,0,0.171,0,1,0
C101009,22,61,66,Center,web,Plus,4,14.04,0.073,0,0.108,0,1,0
C101010,18,56,12,North,app,Basic,7,9.02,0.32,0,0.0,1,1,0
C101011,6,44,17,East,app,Plus,4,11.95,0.29,1,0.194,0,0,0
C101012,12,64,32,West,app,Basic,5,18.47,0.254,0,0.0,0,1,0
C101013,12,39,66,North,app,Plus,2,16.16,0.125,0,0.097,0,0,0
C101014,24,55,63,West,app,Basic,3,14.67,0.115,0,0.05,0,1,1
C101015,16,49,29,South,web,Basic,9,10.67,0.362,0,0.035,0,1,0
C101016,11,35,61,West,store,Plus,4,9.22,0.33,0,0.0,0,1,0
C101017,11,29,49,West,web,Plus,3,10.33,0.291,0,0.139,0,0,0
C101018,5,48,70,Center,app,Premium,1,14.73,0.0,1,0.164,0,0,0
C101019,8,36,68,West,web,Plus,6,15.44,0.251,1,0.136,0,1,0
C101020,21,47,59,North,app,Plus,8,12.98,0.09,0,0.133,0,1,0
C101021,22,58,43,Center,app,Plus,3,15.59,0.289,0,0.121,0,0,0
C101022,12,63,27,Center,app,Basic,6,7.67,0.106,0,0.184,0,0,0
C101023,7,61,42,Center,web,Premium,5,15.91,0.072,0,0.083,0,0,0
C101024,24,47,59,Center,web,Plus,4,3.33,0.227,0,0.005,0,1,0
C101025,16,21,6,East,app,Basic,5,7.64,0.071,0,0.155,1,0,1
C101026,9,28,27,North,store,Plus,5,9.22,0.256,0,0.189,0,0,0
C101027,14,59,43,Center,app,Basic,4,9.49,0.205,0,0.031,0,0,0
C101028,24,51,54,South,web,Basic,5,11.85,0.165,0,0.247,0,0,0
C101029,7,64,18,North,web,Plus,12,23.77,0.164,1,0.0,0,0,0
C101030,13,45,21,South,app,Premium,4,10.33,0.28,0,0.081,0,1,1
C101031,22,43,28,Center,app,Premium,1,18.89,0.237,0,0.05,0,0,1
C101032,5,31,54,South,web,Premium,6,8.85,0.25,1,0.167,1,1,0
C101033,20,21,27,South,web,Premium,5,16.93,0.14,0,0.094,1,0,1
C101034,11,26,7,East,web,Basic,5,9.18,0.319,0,0.161,0,1,0
C101035,4,56,70,West,web,Plus,4,15.34,0.2,0,0.005,1,0,0
C101036,2,51,27,West,app,Basic,4,12.84,0.194,0,0.0,0,0,1
C101037,4,32,46,South,app,Plus,6,14.81,0.295,0,0.115,0,1,0
C101038,11,38,28,Center,store,Plus,2,11.87,0.203,0,0.274,0,1,0
C101039,20,54,52,Center,app,Basic,6,6.02,0.217,0,0.073,0,0,0
C101040,18,39,54,East,app,Basic,5,8.32,0.165,0,0.228,0,0,0
C101041,3,39,13,East,web,Basic,6,12.0,0.197,0,0.148,0,0,1
C101042,2,33,10,East,app,Basic,2,14.97,0.193,1,0.02,0,0,1
C101043,23,54,22,East,store,Basic,3,9.9,0.339,0,0.23,0,1,0
C101044,15,68,7,South,web,Plus,11,10.62,0.27,0,0.15,0,0,0
C101045,4,32,63,West,app,Basic,4,14.71,0.127,1,0.146,0,1,0
C101046,11,34,68,South,app,Basic,3,8.4,0.16,0,0.067,0,0,0
C101047,16,45,9,South,web,Premium,3,12.45,0.217,0,0.103,0,0,1
C101048,13,28,21,East,web,Basic,7,11.84,0.0,0,0.058,0,0,0
C101049,14,47,68,South,app,Basic,7,14.78,0.088,1,0.0,0,1,0
C101050,4,68,43,East,app,Plus,1,4.87,0.166,0,0.087,0,0,0
C101051,17,53,31,West,app,Basic,4,10.48,0.314,1,0.14,0,1,1
C101052,12,27,12,Center,web,Plus,5,17.95,0.0,0,0.0,0,0,1
C101053,3,29,28,East,app,Basic,4,5.08,0.181,0,0.044,0,0,0
C101054,11,22,25,Center,app,Premium,4,10.83,0.198,0,0.135,2,0,0
C101055,16,72,37,Center,store,Basic,1,10.68,0.094,0,0.141,0,1,0
C101056,9,37,47,West,web,Premium,2,8.73,0.018,0,0.0,0,1,0
C101057,15,34,32,West,web,Basic,4,8.85,0.157,0,0.095,0,0,1
C101058,15,66,16,West,web,Premium,6,8.13,0.082,0,0.199,0,1,0
C101059,11,35,34,East,web,Basic,13,19.23,0.188,1,0.101,0,1,0
C101060,8,31,43,East,app,Basic,2,12.31,0.347,0,0.084,0,0,0
C101061,19,32,31,West,web,Premium,7,14.08,0.283,1,0.005,1,0,1
C101062,18,40,62,South,web,Basic,7,9.39,0.063,0,0.0,0,0,0
C101063,7,21,50,Center,app,Premium,4,5.78,0.202,2,0.326,0,1,1
C101064,14,54,64,North,app,Basic,6,15.52,0.303,1,0.095,0,0,0
C101065,1,42,20,East,app,Plus,7,14.98,0.032,1,0.085,0,0,0
C101066,24,73,34,East,web,Basic,4,8.23,0.163,0,0.071,0,0,1
C101067,11,61,12,East,app,Basic,3,7.3,0.067,1,0.251,0,0,1
C101068,3,39,67,South,app,Premium,4,17.93,0.246,0,0.059,1,0,1
C101069,2,58,31,South,web,Plus,3,14.33,0.242,0,0.0,0,0,0
C101070,21,63,59,East,store,Basic,4,11.42,0.137,0,0.317,0,0,1
C101071,4,29,7,South,app,Plus,3,14.64,0.243,0,0.026,0,0,1
C101072,4,27,51,South,app,Basic,2,18.89,0.152,0,0.251,0,1,1
C101073,16,25,32,Center,store,Plus,5,15.38,0.182,0,0.021,2,1,0
C101074,19,20,64,South,app,Plus,8,16.39,0.162,0,0.216,0,0,0
C101075,18,36,36,South,app,Plus,4,15.17,0.163,0,0.156,0,1,1
C101076,20,63,10,South,store,Basic,7,11.53,0.144,2,0.095,0,0,1
C101077,24,61,56,Center,app,Plus,7,9.05,0.317,0,0.046,0,1,0
C101078,18,39,51,North,app,Premium,8,19.34,0.112,1,0.072,0,0,0
C101079,5,45,8,South,store,Plus,2,2.72,0.197,1,0.029,0,0,1
C101080,10,61,11,North,web,Premium,9,9.41,0.195,2,0.047,0,0,0
C101081,8,70,29,East,web,Plus,4,13.11,0.265,0,0.048,1,1,0
C101082,8,34,51,North,app,Basic,3,9.33,0.157,0,0.0,0,0,0
C101083,7,55,56,East,web,Basic,7,11.61,0.249,0,0.052,0,1,0
C101084,11,51,3,Center,app,Plus,6,12.0,0.219,0,0.0,0,0,1
C101085,7,53,25,West,app,Premium,6,12.84,0.195,0,0.174,0,0,1
C101086,9,63,67,Center,app,Basic,3,14.51,0.343,0,0.072,0,0,0
C101087,14,61,60,North,app,Premium,1,17.5,0.238,1,0.249,0,0,0
C101088,12,40,4,South,app,Plus,8,19.92,0.228,0,0.005,0,1,0
C101089,7,60,52,East,app,Basic,2,14.32,0.25,0,0.093,0,1,0
C101090,4,21,60,Center,app,Premium,9,12.9,0.148,0,0.249,0,0,0
C101091,15,37,3,Center,store,Basic,3,13.2,0.251,0,0.039,0,0,1
C101092,24,30,28,South,app,Basic,2,9.93,0.101,0,0.0,0,0,1
C101093,17,32,28,Center,web,Plus,7,10.22,0.03,0,0.004,1,1,0
C101094,6,69,56,Center,app,Basic,6,12.4,0.211,0,0.278,0,0,0
C101095,2,42,55,South,app,Plus,8,14.91,0.042,0,0.217,0,1,0
C101096,20,22,41,Center,app,Premium,7,16.29,0.272,0,0.235,0,1,0
C101097,11,45,38,North,store,Basic,7,9.76,0.146,1,0.004,0,1,0
C101098,12,21,9,West,app,Plus,9,14.02,0.45,1,0.162,0,1,1
C101099,12,26,48,North,web,Plus,5,13.39,0.191,0,0.213,0,0,0
C101100,24,39,35,West,web,Basic,6,19.91,0.148,1,0.013,0,1,0
C101101,2,43,71,East,store,Plus,9,16.28,0.186,2,0.016,0,0,0
C101102,23,31,6,Center,web,Basic,5,16.46,0.0,1,0.0,0,0,1
C101103,1,54,48,West,app,Premium,4,7.63,0.365,0,0.137,0,0,1
C101104,2,46,37,North,store,Premium,3,7.9,0.0,1,0.0,0,0,0
C101105,8,25,39,South,web,Plus,4,12.08,0.122,0,0.052,0,1,1
C101106,13,64,71,Center,web,Basic,7,14.5,0.035,0,0.221,0,1,0
C101107,24,25,61,Center,store,Basic,5,6.39,0.208,0,0.0,0,0,0
C101108,9,38,29,West,app,Basic,6,13.64,0.087,0,0.0,1,0,0
C101109,1,27,31,North,web,Plus,3,13.81,0.011,0,0.052,0,0,1
C101110,7,71,25,West,web,Plus,5,14.2,0.104,1,0.074,0,0,0
C101111,20,34,1,North,web,Basic,6,18.12,0.174,0,0.0,0,0,0
C101112,22,67,22,South,app,Plus,7,6.38,0.289,0,0.0,0,1,0
C101113,19,72,20,Center,store,Plus,6,7.93,0.064,0,0.13,0,0,0
C101114,23,30,38,South,app,Premium,4,14.14,0.312,1,0.0,0,0,0
C101115,20,19,43,West,app,Basic,4,10.22,0.173,0,0.162,1,0,1
C101116,21,18,70,East,web,Plus,4,13.93,0.327,0,0.087,0,0,0
C101117,3,28,68,North,store,Plus,5,14.98,0.204,0,0.114,0,0,1
C101118,14,40,51,Center,app,Basic,8,4.94,0.181,1,0.2,1,0,0
C101119,10,27,44,Center,app,Plus,7,19.36,0.353,1,0.095,0,1,1
C101120,20,72,21,East,web,Plus,4,18.65,0.104,1,0.0,1,1,0
C101121,3,45,21,North,web,Basic,0,6.15,0.147,0,0.0,0,0,1
C101122,24,66,36,West,app,Premium,3,9.91,0.284,0,0.117,0,0,1
C101123,1,18,71,East,app,Premium,6,15.64,0.135,0,0.077,0,0,0
C101124,5,25,54,West,web,Basic,3,10.43,0.187,0,0.095,1,0,0
C101125,19,44,29,North,web,Basic,6,13.94,0.013,0,0.07,0,1,0
C101126,22,27,41,North,app,Plus,7,8.55,0.333,1,0.019,0,0,0
C101127,21,27,17,East,app,Basic,5,17.19,0.291,0,0.037,0,1,0
C101128,14,19,7,South,web,Basic,7,6.9,0.141,0,0.036,0,0,0
C101129,20,33,40,Center,app,Basic,5,11.45,0.433,1,0.0,0,0,1
C101130,3,61,22,North,app,Plus,10,12.94,0.337,0,0.037,0,1,0
C101131,4,63,25,North,app,Plus,4,6.5,0.0,0,0.174,0,0,0
C101132,4,47,60,South,app,Premium,4,13.04,0.23,0,0.02,0,1,0
C101133,23,28,8,East,app,Premium,5,12.96,0.313,0,0.014,0,0,0
C101134,13,43,44,Center,app,Basic,3,14.73,0.197,0,0.304,0,1,0
C101135,20,53,51,West,app,Plus,13,6.15,0.368,1,0.305,0,0,0
C101136,13,26,32,South,web,Premium,3,17.39,0.367,0,0.026,0,1,0
C101137,15,41,50,South,app,Basic,4,8.72,0.0,0,0.147,0,1,0
C101138,15,64,7,Center,app,Plus,5,8.93,0.079,0,0.307,0,1,0
C101139,1,41,70,Center,store,Basic,5,9.96,0.288,0,0.06,0,0,0
C101140,17,44,66,Center,app,Basic,6,14.56,0.351,0,0.029,0,0,0
C101141,20,64,10,East,store,Plus,2,10.91,0.159,0,0.131,0,0,1
C101142,12,56,42,Center,app,Basic,8,11.04,0.015,1,0.157,0,1,0
C101143,20,27,65,Center,web,Plus,4,14.01,0.071,0,0.077,1,0,0
C101144,21,52,9,Center,app,Basic,4,11.07,0.394,0,0.0,0,1,0
C101145,4,70,57,West,store,Basic,9,9.73,0.187,0,0.144,0,0,0
C101146,10,30,33,South,store,Plus,4,9.27,0.158,0,0.121,0,0,0
C101147,19,68,18,North,web,Basic,6,10.7,0.007,1,0.148,0,1,0
C101148,4,51,70,Center,app,Basic,4,12.68,0.0,0,0.238,0,1,1
C101149,19,56,35,Center,web,Premium,7,16.76,0.3,0,0.0,0,0,0
C101150,1,36,16,North,web,Basic,5,12.31,0.084,0,0.014,0,0,1
C101151,8,20,45,West,web,Plus,11,16.22,0.353,0,0.222,0,0,0
C101152,20,19,42,West,web,Basic,3,15.09,0.218,0,0.0,0,0,0
C101153,13,55,23,North,app,Premium,2,17.88,0.192,0,0.003,0,0,0
C101154,4,74,52,South,web,Plus,9,13.0,0.285,0,0.1,0,0,0
C101155,6,52,8,Center,app,Basic,4,10.64,0.141,0,0.163,0,0,1
C101156,5,38,44,North,web,Plus,4,3.72,0.23,0,0.134,0,0,0
C101157,10,62,60,Center,app,Plus,3,11.21,0.423,2,0.125,0,0,0
C101158,15,71,54,North,app,Plus,5,13.83,0.285,1,0.046,0,0,0
C101159,20,30,12,East,app,Basic,5,14.55,0.012,0,0.169,0,1,1
C101160,15,23,57,Center,store,Basic,4,5.84,0.173,0,0.153,0,1,0
C101161,9,72,35,East,app,Plus,2,8.98,0.0,0,0.141,0,0,1
C101162,20,20,7,East,app,Basic,9,8.61,0.112,0,0.04,0,1,0
C101163,22,68,32,South,app,Basic,4,10.07,0.336,0,0.23,0,1,0
C101164,12,26,20,Center,app,Plus,7,15.09,0.374,2,0.081,0,0,1
C101165,17,24,65,North,app,Premium,6,14.26,0.188,0,0.086,0,0,0
C101166,10,33,27,South,app,Premium,3,16.79,0.109,0,0.048,0,0,0
C101167,17,35,40,South,app,Basic,4,6.13,0.361,1,0.053,0,1,0
C101168,3,36,46,East,app,Premium,6,5.6,0.156,1,0.02,0,1,0
C101169,22,19,31,North,app,Basic,5,11.9,0.148,0,0.029,1,1,1
C101170,24,66,10,North,app,Basic,4,9.13,0.183,1,0.0,0,1,0
C101171,4,65,70,West,web,Plus,3,11.95,0.237,0,0.0,0,1,0
C101172,11,56,19,South,store,Plus,3,12.01,0.075,0,0.019,1,0,0
C101173,20,70,26,North,app,Plus,3,15.19,0.177,0,0.0,2,1,0
C101174,15,71,25,East,app,Premium,3,16.3,0.165,0,0.048,0,1,0
C101175,5,74,52,North,web,Plus,3,9.82,0.357,1,0.0,0,0,0
C101176,1,39,6,South,app,Basic,4,13.43,0.239,0,0.056,0,1,1
C101177,4,52,17,South,app,Plus,5,14.07,0.113,0,0.099,0,0,0
C101178,19,61,65,East,web,Basic,3,17.65,0.116,0,0.061,0,0,0
C101179,23,55,54,North,app,Plus,3,13.27,0.216,0,0.22,0,1,0
C101180,3,63,41,West,app,Basic,6,5.4,0.159,1,0.08,0,0,0
C101181,8,56,54,West,app,Plus,9,13.49,0.292,0,0.088,0,0,0
C101182,6,40,25,West,store,Basic,4,10.74,0.0,1,0.041,0,0,1
C101183,17,50,59,East,app,Plus,3,6.46,0.092,0,0.151,0,0,1
C101184,16,29,58,Center,store,Basic,10,16.1,0.353,0,0.0,1,1,0
C101185,12,72,35,West,web,Plus,7,9.67,0.028,0,0.168,0,1,0
C101186,1,69,51,South,web,Basic,3,12.19,0.216,1,0.192,1,0,1
C101187,9,52,16,East,web,Plus,4,9.8,0.0,2,0.0,2,0,1
C101188,11,61,20,South,web,Premium,3,12.27,0.13,0,0.0,0,0,0
C101189,22,37,45,North,store,Plus,3,13.36,0.267,0,0.255,1,1,0
C101190,20,39,3,West,app,Basic,4,13.93,0.365,0,0.157,0,1,0
C101191,4,47,65,South,app,Basic,5,20.08,0.301,1,0.0,0,0,1
C101192,19,33,55,Center,web,Plus,2,19.48,0.0,0,0.034,0,0,0
C101193,3,19,22,Center,app,Premium,2,9.87,0.101,0,0.013,0,0,1
C101194,6,40,19,North,web,Basic,8,15.91,0.089,0,0.184,0,0,0
C101195,16,59,2,Center,app,Plus,5,17.45,0.04,1,0.0,0,1,0
C101196,18,32,26,West,store,Plus,8,15.57,0.117,0,0.122,0,0,0
C101197,1,57,14,Center,web,Premium,5,14.29,0.21,1,0.11,0,0,0
C101198,14,52,63,Center,web,Basic,6,12.64,0.035,0,0.028,2,0,1
C101199,4,41,67,East,app,Basic,4,10.96,0.088,1,0.0,0,0,1
C101200,24,59,15,North,app,Basic,2,9.11,0.002,1,0.302,0,0,0
C101201,16,66,1,North,app,Premium,5,9.4,0.0,0,0.093,0,1,0
C101202,21,72,17,East,store,Basic,7,14.45,0.275,0,0.214,0,1,0
C101203,13,61,4,North,app,Plus,7,10.04,0.145,0,0.147,0,1,0
C101204,21,23,51,South,web,Plus,3,15.92,0.305,0,0.141,0,0,0
C101205,12,37,7,East,web,Premium,6,8.39,0.177,0,0.14,0,1,0
C101206,12,48,15,South,web,Basic,8,15.96,0.133,0,0.0,0,1,0
C101207,22,22,64,North,web,Basic,6,8.75,0.44,1,0.149,0,1,0
C101208,1,41,53,North,app,Premium,14,8.23,0.231,0,0.203,0,1,0
C101209,2,25,28,South,app,Plus,7,10.26,0.0,0,0.283,0,1,0
C101210,20,49,10,West,app,Premium,5,18.92,0.05,2,0.004,0,0,1
C101211,20,28,50,South,web,Plus,5,16.5,0.101,0,0.152,0,0,0
C101212,12,33,22,East,web,Plus,3,6.48,0.27,1,0.0,0,1,1
C101213,14,35,51,South,app,Plus,3,18.09,0.201,0,0.331,0,0,0
C101214,10,73,59,Center,store,Basic,4,10.98,0.233,1,0.0,0,0,1
C101215,23,43,31,South,app,Premium,3,5.11,0.073,0,0.146,0,0,0
C101216,13,49,10,North,app,Basic,4,19.67,0.167,0,0.206,0,1,0
C101217,20,70,52,Center,web,Basic,2,10.99,0.351,0,0.0,0,0,0
C101218,6,18,62,East,web,Plus,6,8.77,0.247,0,0.147,1,0,0
C101219,13,33,33,North,web,Premium,5,16.24,0.003,0,0.231,0,0,0
C101220,22,42,30,South,web,Plus,6,16.95,0.225,0,0.058,0,0,0
C101221,2,69,39,East,app,Basic,4,6.2,0.343,1,0.258,0,0,0
C101222,4,59,63,North,app,Basic,1,15.3,0.429,0,0.049,1,1,0
C101223,15,56,22,West,app,Basic,10,8.44,0.0,0,0.0,0,0,0
C101224,10,39,23,Center,app,Basic,2,7.09,0.136,0,0.1,0,0,0
C101225,2,66,1,West,web,Plus,7,11.3,0.21,2,0.0,0,0,0
C101226,14,28,3,Center,store,Plus,7,12.49,0.107,1,0.036,0,1,0
C101227,6,40,43,South,store,Basic,4,10.08,0.119,1,0.0,0,1,0
C101228,16,38,69,West,app,Basic,7,7.98,0.0,0,0.0,0,1,0
C101229,18,18,19,East,app,Basic,2,11.78,0.133,0,0.007,0,1,0
C101230,18,23,20,Center,store,Basic,1,17.18,0.234,0,0.0,0,0,1
C101231,21,62,20,North,web,Plus,6,10.62,0.16,0,0.023,0,0,1
C101232,7,71,22,South,app,Premium,6,17.05,0.342,1,0.0,1,0,0
C101233,22,31,63,South,app,Plus,3,9.88,0.131,0,0.062,0,0,1
C101234,14,22,67,North,web,Premium,3,12.87,0.286,0,0.073,1,1,0
C101235,20,26,26,Center,app,Premium,7,12.77,0.206,1,0.141,0,1,0
C101236,10,21,34,West,app,Premium,1,8.31,0.096,0,0.053,0,0,0
C101237,13,63,8,South,app,Plus,8,18.64,0.248,0,0.236,1,1,0
C101238,23,20,15,North,web,Basic,7,13.92,0.223,1,0.091,1,1,1
C101239,7,57,45,South,web,Plus,4,13.03,0.14,1,0.314,2,1,0
C101240,17,63,3,Center,web,Premium,4,12.53,0.0,1,0.1,0,0,0
C101241,10,30,39,West,web,Basic,3,13.23,0.443,0,0.063,0,0,0
C101242,21,31,38,Center,web,Basic,8,15.46,0.316,0,0.032,0,0,0
C101243,4,33,5,North,web,Basic,5,17.64,0.233,0,0.075,0,0,0
C101244,7,61,35,North,web,Premium,1,13.32,0.327,0,0.214,0,0,0
C101245,24,71,25,North,web,Plus,7,13.35,0.0,0,0.0,0,1,0
C101246,19,61,10,West,web,Basic,7,10.98,0.244,0,0.0,0,1,0
C101247,19,33,44,Center,store,Basic,3,7.99,0.272,0,0.111,0,1,0
C101248,10,58,62,Center,app,Basic,3,14.24,0.257,0,0.0,1,0,1
C101249,24,58,20,West,app,Basic,6,6.63,0.272,0,0.154,0,1,0
C101250,3,42,40,North,web,Basic,5,16.1,0.018,0,0.0,0,0,1
C101251,24,25,71,South,app,Premium,2,12.55,0.238,0,0.0,0,1,0
C101252,8,35,61,West,store,Basic,6,7.91,0.232,0,0.17,0,0,0
C101253,7,64,57,West,app,Plus,5,12.78,0.365,0,0.0,0,0,0
C101254,4,47,27,North,web,Plus,5,6.4,0.17,1,0.0,0,1,1
C101255,23,24,36,Center,web,Plus,6,8.92,0.236,1,0.105,1,0,1
C101256,3,70,4,Center,app,Basic,0,4.1,0.246,2,0.077,1,1,1
C101257,1,47,66,East,app,Basic,8,18.33,0.301,0,0.125,0,0,1
C101258,16,37,2,Center,app,Premium,1,10.9,0.204,0,0.031,0,0,1
C101259,9,20,3,North,app,Basic,8,7.1,0.216,1,0.247,0,1,0
C101260,1,50,4,Center,app,Plus,8,14.02,0.209,0,0.006,0,0,0
C101261,12,49,16,North,app,Plus,5,8.6,0.214,0,0.0,1,1,1
C101262,16,26,64,East,app,Basic,2,9.0,0.25,1,0.055,0,1,0
C101263,17,66,65,Center,web,Plus,5,12.53,0.033,2,0.0,0,0,0
C101264,17,46,39,Center,web,Premium,8,16.28,0.16,0,0.077,0,1,0
C101265,8,22,37,Center,app,Basic,4,15.99,0.171,0,0.0,0,1,0
C101266,21,29,24,Center,web,Basic,7,12.86,0.218,1,0.016,0,1,1
C101267,6,33,13,Center,app,Basic,10,9.43,0.188,0,0.0,3,1,0
C101268,14,60,47,Center,web,Basic,4,10.21,0.0,0,0.026,1,1,1
C101269,13,61,41,East,store,Premium,4,9.85,0.259,0,0.335,0,0,0
C101270,9,64,36,North,web,Plus,4,12.83,0.105,0,0.0,0,0,0
C101271,9,52,52,East,app,Plus,4,10.23,0.078,1,0.037,0,0,1
C101272,24,69,20,Center,app,Basic,6,8.03,0.224,1,0.273,0,0,0
C101273,8,35,43,North,web,Plus,6,14.4,0.282,0,0.0,0,1,0
C101274,22,51,59,North,web,Basic,8,9.31,0.22,0,0.0,1,1,0
C101275,18,53,4,West,app,Basic,5,6.39,0.244,0,0.108,0,0,1
C101276,19,38,30,North,web,Basic,4,16.98,0.232,0,0.176,0,1,0
C101277,8,43,3,Center,store,Premium,4,16.09,0.254,0,0.107,0,0,0
C101278,13,58,10,West,web,Basic,7,5.65,0.186,1,0.0,2,0,0
C101279,1,67,29,North,app,Basic,8,11.15,0.053,0,0.261,1,1,0
C101280,10,70,32,North,store,Basic,3,8.48,0.19,0,0.107,0,0,0
C101281,19,34,2,Center,app,Basic,6,16.55,0.102,0,0.188,0,1,1
C101282,5,58,6,East,app,Premium,3,10.99,0.226,0,0.068,1,1,0
C101283,5,61,6,North,app,Basic,2,13.89,0.188,1,0.328,1,1,1
C101284,2,71,66,West,store,Basic,3,6.65,0.136,2,0.088,0,0,0
C101285,21,54,46,North,web,Premium,4,13.43,0.0,0,0.0,0,0,0
C101286,12,29,23,South,app,Plus,5,22.48,0.4,0,0.157,0,0,0
C101287,19,60,32,East,app,Basic,7,18.02,0.0,1,0.057,0,0,1
C101288,22,27,33,South,store,Basic,6,17.02,0.059,0,0.0,0,0,1
C101289,18,39,7,South,app,Basic,12,18.09,0.263,0,0.0,0,1,1
C101290,22,45,18,Center,web,Premium,3,11.06,0.157,0,0.139,0,0,0
C101291,14,59,63,Center,web,Premium,2,14.35,0.185,0,0.079,1,0,0
C101292,5,27,13,West,web,Basic,4,13.26,0.192,0,0.0,0,0,0
C101293,23,57,27,Center,web,Basic,1,10.5,0.247,0,0.0,1,1,0
C101294,17,26,33,South,app,Basic,4,12.05,0.0,1,0.107,0,0,1
C101295,21,40,63,South,web,Plus,4,18.35,0.064,0,0.045,0,0,0
C101296,2,24,68,West,store,Premium,7,16.32,0.263,1,0.186,0,1,0
C101297,6,19,44,Center,web,Premium,5,11.64,0.353,0,0.1,1,1,0
C101298,1,36,51,North,web,Premium,6,16.06,0.227,1,0.0,0,0,0
C101299,4,72,45,West,web,Plus,9,21.09,0.407,0,0.215,1,1,0
C101300,5,49,37,South,app,Plus,1,9.61,0.0,0,0.2,1,0,0
C101301,23,58,31,South,app,Premium,5,11.31,0.207,0,0.108,0,1,0
C101302,7,31,26,South,web,Plus,8,9.87,0.24,0,0.016,0,0,0
C101303,10,29,48,East,web,Plus,2,19.28,0.329,0,0.135,0,1,0
C101304,21,69,17,East,app,Premium,4,9.95,0.0,0,0.074,0,1,0
C101305,2,59,18,East,store,Plus,9,11.12,0.119,0,0.272,0,0,0
C101306,9,45,45,North,app,Basic,10,6.75,0.0,0,0.0,0,1,0
C101307,16,33,19,East,app,Basic,4,11.08,0.034,0,0.01,0,1,0
C101308,3,67,33,North,app,Plus,8,13.83,0.104,0,0.108,0,1,0
C101309,10,44,63,West,store,Basic,3,9.3,0.0,0,0.07,0,0,1
C101310,2,21,11,North,web,Plus,5,9.0,0.164,0,0.0,0,0,0
C101311,12,67,15,East,app,Plus,8,9.05,0.18,0,0.18,0,0,1
C101312,3,41,69,South,app,Basic,7,17.75,0.347,0,0.089,0,1,0
C101313,2,43,28,North,store,Premium,5,18.39,0.008,0,0.023,0,0,0
C101314,21,39,34,East,app,Plus,7,25.16,0.39,0,0.286,1,0,0
C101315,18,34,53,South,web,Premium,6,6.52,0.139,0,0.196,2,0,0
C101316,17,52,71,North,web,Premium,0,15.25,0.236,0,0.051,1,0,0
C101317,23,35,24,West,store,Basic,6,5.97,0.18,0,0.102,1,0,1
C101318,21,47,36,South,web,Basic,4,10.4,0.182,0,0.0,0,0,1
